Model Full,Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Make,Model
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,pickup,6,16,20,18,4,No,500,GMC,Sierra
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,pickup,6,16,21,18,4,No,493,GMC,Sierra
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,special purpose,6,15,18,16,3,No,553,GMC,Sierra
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,pickup,6,15,19,17,3,No,535,GMC,Sierra
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,pickup,6,16,20,17,3,No,523,GMC,Sierra
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,special purpose,6,15,17,16,3,No,564,GMC,Sierra
GMC Sierra,6.2,8,Auto-10,4WD,Gasoline,pickup,6,15,19,17,3,No,530,GMC,Sierra
GMC Sierra 4WD Mud Terrain Tires,3,6,Auto-10,4WD,Diesel,pickup,5,21,23,22,4,No,463,GMC,Sierra 4WD Mud Terrain Tires
GMC Sierra 4WD Mud Terrain Tires,2.7,4,Auto-8,4WD,Gasoline,pickup,7,17,18,17,3,No,512,GMC,Sierra 4WD Mud Terrain Tires
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,pickup,6,15,18,16,3,No,554,GMC,Sierra 4WD Mud Terrain Tires
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-10,4WD,Gasoline,pickup,6,15,19,16,3,No,555,GMC,Sierra 4WD Mud Terrain Tires
GMC Sierra 4WD Mud Terrain Tires,6.2,8,Auto-10,4WD,Gasoline,pickup,6,14,17,15,2,No,585,GMC,Sierra 4WD Mud Terrain Tires
GMC Sierra AT4X,6.2,8,Auto-10,4WD,Gasoline,pickup,6,14,17,15,2,No,585,GMC,Sierra AT4X
GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,small SUV,7,24,29,26,5,No,338,GMC,Terrain
GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,small SUV,7,24,28,26,5,No,347,GMC,Terrain
GMC Yukon,3,6,Auto-10,2WD,Diesel,standard SUV,3,21,27,23,4,No,442,GMC,Yukon
GMC Yukon,3,6,Auto-10,4WD,Diesel,standard SUV,3,20,26,22,4,No,462,GMC,Yukon
GMC Yukon,5.3,8,Auto-10,2WD,Gasoline,standard SUV,6,15,20,17,3,No,527,GMC,Yukon
GMC Yukon,5.3,8,Auto-10,4WD,Gasoline,standard SUV,6,15,20,17,3,No,527,GMC,Yukon
GMC Yukon,6.2,8,Auto-10,2WD,Gasoline,standard SUV,6,14,20,16,3,No,555,GMC,Yukon
GMC Yukon,6.2,8,Auto-10,4WD,Gasoline,standard SUV,6,14,18,16,3,No,564,GMC,Yukon
GMC Yukon XL,3,6,Auto-10,2WD,Diesel,standard SUV,3,21,27,23,4,No,442,GMC,Yukon XL
GMC Yukon XL,3,6,Auto-10,4WD,Diesel,standard SUV,3,20,26,22,4,No,462,GMC,Yukon XL
GMC Yukon XL,5.3,8,Auto-10,2WD,Gasoline,standard SUV,6,15,20,17,3,No,527,GMC,Yukon XL
GMC Yukon XL,5.3,8,Auto-10,4WD,Gasoline,standard SUV,6,15,19,16,3,No,545,GMC,Yukon XL
GMC Yukon XL,6.2,8,Auto-10,2WD,Gasoline,standard SUV,6,14,19,16,3,No,555,GMC,Yukon XL
GMC Yukon XL,6.2,8,Auto-10,4WD,Gasoline,standard SUV,6,14,18,16,3,No,564,GMC,Yukon XL
HONDA Accord,1.5,4,CVT,2WD,Gasoline,large car,7,29,37,32,6,No,277,HONDA,Accord
HONDA Accord,2,4,CVT,2WD,Gasoline,large car,7,51,44,48,8,Yes,184,HONDA,Accord
HONDA Accord Sport/Touring,2,4,CVT,2WD,Gasoline,midsize car,7,46,41,44,8,Yes,201,HONDA,Accord Sport/Touring
HONDA Civic 4Dr,1.5,4,CVT,2WD,Gasoline,midsize car,7,33,42,36,7,Yes,243,HONDA,Civic 4Dr
HONDA Civic 4Dr,1.5,4,SCV-7,2WD,Gasoline,midsize car,7,31,38,34,7,Yes,260,HONDA,Civic 4Dr
HONDA Civic 4Dr,2,4,CVT,2WD,Gasoline,midsize car,7,31,40,35,7,Yes,254,HONDA,Civic 4Dr
HONDA Civic 4Dr,2,4,SCV-7,2WD,Gasoline,midsize car,7,30,37,33,6,No,266,HONDA,Civic 4Dr
HONDA Civic 4Dr,1.5,4,Man-6,2WD,Gasoline,midsize car,6,27,37,31,6,No,285,HONDA,Civic 4Dr
HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,large car,7,31,39,35,7,Yes,258,HONDA,Civic 5Dr
HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,large car,7,30,37,33,6,No,267,HONDA,Civic 5Dr
HONDA Civic 5Dr,2,4,CVT,2WD,Gasoline,large car,7,30,38,33,6,No,269,HONDA,Civic 5Dr
HONDA Civic 5Dr,2,4,SCV-7,2WD,Gasoline,large car,7,29,37,32,6,No,277,HONDA,Civic 5Dr
HONDA Civic 5Dr,1.5,4,Man-6,2WD,Gasoline,large car,6,28,37,31,6,No,282,HONDA,Civic 5Dr
HONDA Civic 5Dr,2,4,Man-6,2WD,Gasoline,large car,6,26,36,29,6,No,304,HONDA,Civic 5Dr
HONDA Civic 5Dr,2,4,Man-6,2WD,Gasoline,large car,6,22,28,24,5,No,364,HONDA,Civic 5Dr
HONDA CR-V,1.5,4,CVT,2WD,Gasoline,small SUV,7,28,34,30,6,No,290,HONDA,CR-V
HONDA CR-V,2,4,CVT,2WD,Gasoline,small SUV,7,43,36,40,7,Yes,223,HONDA,CR-V
HONDA CR-V,2,4,CVT,4WD,Gasoline,small SUV,7,40,34,37,7,Yes,237,HONDA,CR-V
HONDA CR-V,1.5,4,CVT,4WD,Gasoline,small SUV,6,27,32,29,6,No,305,HONDA,CR-V
HONDA HR-V,2,4,CVT,2WD,Gasoline,station wagon,7,26,32,28,6,No,309,HONDA,HR-V
HONDA HR-V,2,4,CVT,4WD,Gasoline,station wagon,7,25,30,27,5,No,326,HONDA,HR-V
HONDA Odyssey,3.5,6,SemiAuto-10,2WD,Gasoline,minivan,5,19,28,22,5,No,394,HONDA,Odyssey
HONDA Passport,3.5,6,SemiAuto-9,4WD,Gasoline,small SUV,3,19,24,21,4,No,416,HONDA,Passport
HONDA Pilot,3.5,6,SemiAuto-10,2WD,Gasoline,small SUV,7,19,27,22,5,No,402,HONDA,Pilot
HONDA Pilot,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,7,19,25,21,4,No,415,HONDA,Pilot
HONDA Pilot AWD Touring/Elite/Black,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,7,19,25,21,4,No,422,HONDA,Pilot AWD Touring/Elite/Black
HONDA Pilot AWD TrailSport,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,7,18,23,20,4,No,442,HONDA,Pilot AWD TrailSport
HONDA Ridgeline,3.5,6,SemiAuto-9,4WD,Gasoline,pickup,3,18,24,21,4,No,441,HONDA,Ridgeline
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,midsize car,7,30,40,34,7,Yes,263,HYUNDAI,Elantra
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,midsize car,7,33,42,37,7,Yes,245,HYUNDAI,Elantra
HYUNDAI Elantra,1.6,4,AMS-7,2WD,Gasoline,midsize car,5,28,36,31,6,No,288,HYUNDAI,Elantra
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,midsize car,5,30,40,34,7,No,263,HYUNDAI,Elantra
HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,midsize car,5,33,42,37,7,No,245,HYUNDAI,Elantra
HYUNDAI Elantra Hybrid,1.6,4,AMS-6,2WD,Gasoline,midsize car,7,49,52,50,8,Yes,177,HYUNDAI,Elantra Hybrid
HYUNDAI Elantra Hybrid Blue,1.6,4,AMS-6,2WD,Gasoline,midsize car,7,53,56,54,9,Yes,165,HYUNDAI,Elantra Hybrid Blue
HYUNDAI Elantra N,2,4,AMS-8,2WD,Gasoline,midsize car,3,20,30,23,5,No,388,HYUNDAI,Elantra N
HYUNDAI Elantra N,2,4,Man-6,2WD,Gasoline,midsize car,3,22,31,25,5,No,358,HYUNDAI,Elantra N
HYUNDAI Kona,2,4,SCV-1,2WD,Gasoline,small SUV,7,30,35,32,6,No,281,HYUNDAI,Kona
HYUNDAI Kona,2,4,SCV-1,4WD,Gasoline,small SUV,7,28,33,30,6,No,301,HYUNDAI,Kona
HYUNDAI Kona,1.6,4,AMS-7,2WD,Gasoline,small SUV,5,29,35,32,6,No,284,HYUNDAI,Kona
HYUNDAI Kona,1.6,4,AMS-7,4WD,Gasoline,small SUV,5,27,32,29,6,No,311,HYUNDAI,Kona
HYUNDAI Kona N,2,4,AMS-8,2WD,Gasoline,small SUV,3,20,27,23,5,No,396,HYUNDAI,Kona N
HYUNDAI Palisade,3.8,6,SemiAuto-8,2WD,Gasoline,small SUV,5,19,27,22,5,No,406,HYUNDAI,Palisade
HYUNDAI Palisade,3.8,6,SemiAuto-8,4WD,Gasoline,small SUV,5,19,25,21,4,No,422,HYUNDAI,Palisade
HYUNDAI Santa Cruz,2.5,4,AMS-8,4WD,Gasoline,small SUV,5,19,27,22,5,No,402,HYUNDAI,Santa Cruz
HYUNDAI Santa Cruz,2.5,4,SemiAuto-8,2WD,Gasoline,small SUV,5,22,26,23,5,No,381,HYUNDAI,Santa Cruz
HYUNDAI Santa Cruz,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,5,21,25,23,5,No,390,HYUNDAI,Santa Cruz
HYUNDAI Santa Fe,2.5,4,SemiAuto-8,2WD,Gasoline,small SUV,7,25,28,26,5,No,344,HYUNDAI,Santa Fe
HYUNDAI Santa Fe,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,7,22,25,24,5,No,378,HYUNDAI,Santa Fe
HYUNDAI Santa Fe,2.5,4,AMS-8,2WD,Gasoline,small SUV,5,22,28,25,5,No,365,HYUNDAI,Santa Fe
HYUNDAI Santa Fe,2.5,4,AMS-8,4WD,Gasoline,small SUV,5,21,28,24,5,No,375,HYUNDAI,Santa Fe
HYUNDAI Santa Fe Hybrid,1.6,4,AMS-6,4WD,Gasoline,small SUV,7,33,30,32,6,No,283,HYUNDAI,Santa Fe Hybrid
HYUNDAI Santa Fe Hybrid Blue,1.6,4,AMS-6,4WD,Gasoline,small SUV,7,36,31,34,7,Yes,264,HYUNDAI,Santa Fe Hybrid Blue
HYUNDAI Santa Fe Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,small SUV,7,33/79,32/72,33/76,10,Yes,111,HYUNDAI,Santa Fe Plug-in Hybrid
HYUNDAI Sonata,2.5,4,SemiAuto-8,2WD,Gasoline,large car,7,27,37,31,6,No,293,HYUNDAI,Sonata
HYUNDAI Sonata,2.5,4,SemiAuto-8,2WD,Gasoline,large car,7,28,38,32,6,No,282,HYUNDAI,Sonata
HYUNDAI Sonata,1.6,4,SemiAuto-8,2WD,Gasoline,large car,5,27,37,31,6,No,293,HYUNDAI,Sonata
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,large car,5,23,33,27,5,No,335,HYUNDAI,Sonata
HYUNDAI Sonata Hybrid,2,4,AMS-6,2WD,Gasoline,large car,7,45,51,47,8,Yes,189,HYUNDAI,Sonata Hybrid
HYUNDAI Sonata Hybrid Blue,2,4,AMS-6,2WD,Gasoline,large car,7,50,54,52,9,Yes,172,HYUNDAI,Sonata Hybrid Blue
HYUNDAI Tuscon,2.5,4,SemiAuto-8,2WD,Gasoline,small SUV,7,25,32,28,6,No,322,HYUNDAI,Tuscon
HYUNDAI Tuscon,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,7,23,28,25,5,No,351,HYUNDAI,Tuscon
HYUNDAI Tuscon Hybrid,1.6,4,AMS-6,4WD,Gasoline,small SUV,7,37,36,37,7,Yes,245,HYUNDAI,Tuscon Hybrid
HYUNDAI Tuscon Hybrid Blue,1.6,4,AMS-6,4WD,Gasoline,small SUV,7,38,38,38,7,Yes,238,HYUNDAI,Tuscon Hybrid Blue
HYUNDAI Tuscon Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,small SUV,7,35/87,35/74,35/80,10,Yes,100,HYUNDAI,Tuscon Plug-in Hybrid
HYUNDAI Venue,1.6,4,SCV-1,2WD,Gasoline,midsize car,5,29,33,31,6,No,290,HYUNDAI,Venue
INFINITI Q50,3,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,29,23,5,No,388,INFINITI,Q50
INFINITI Q50,3,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,27,22,5,No,403,INFINITI,Q50
INFINITI Q50 Red Sport,3,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,26,22,5,No,403,INFINITI,Q50 Red Sport
INFINITI Q50 Red Sport,3,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,26,22,5,No,411,INFINITI,Q50 Red Sport
INFINITI QX50,2,4,SCV-8,2WD,Gasoline,small SUV,6,23,29,26,5,No,343,INFINITI,QX50
INFINITI QX50,2,4,SCV-8,4WD,Gasoline,small SUV,6,22,28,25,5,No,357,INFINITI,QX50
INFINITI QX55,2,4,SCV-8,4WD,Gasoline,small SUV,6,22,28,25,5,No,366,INFINITI,QX55
INFINITI QX60,3.5,6,SemiAuto-9,2WD,Gasoline,standard SUV,5,21,26,23,5,No,387,INFINITI,QX60
INFINITI QX60,3.5,6,SemiAuto-9,4WD,Gasoline,standard SUV,5,20,25,22,5,No,405,INFINITI,QX60
INFINITI QX80,5.6,8,SemiAuto-7,2WD,Gasoline,standard SUV,3,14,20,16,3,No,552,INFINITI,QX80
INFINITI QX80,5.6,8,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,19,15,2,No,592,INFINITI,QX80
INFINITI QX80,5.6,8,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,19,15,2,No,593,INFINITI,QX80
JAGUAR E-Pace,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,20,26,23,5,No,398,JAGUAR,E-Pace
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,22,27,24,5,No,365,JAGUAR,F-Pace
JAGUAR F-Pace P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,small SUV,7,20,27,22,5,No,402,JAGUAR,F-Pace P340 MHEV
JAGUAR F-Pace P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,small SUV,7,19,26,22,5,No,408,JAGUAR,F-Pace P400 MHEV
JAGUAR F-Pace SVR,5,8,SemiAuto-8,4WD,Gasoline,small SUV,3,15,21,17,3,No,509,JAGUAR,F-Pace SVR
JAGUAR F-Type P450 Convertible,5,8,SemiAuto-8,2WD,Gasoline,small car,3,17,24,19,4,No,460,JAGUAR,F-Type P450 Convertible
JAGUAR F-Type P450 Coupe,5,8,SemiAuto-8,2WD,Gasoline,small car,3,17,24,19,4,No,460,JAGUAR,F-Type P450 Coupe
JAGUAR F-Type P450 R-Dynamic Conv,5,8,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,4,No,481,JAGUAR,F-Type P450 R-Dynamic Conv
JAGUAR F-Type P450 R-Dynamic Coupe,5,8,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,4,No,481,JAGUAR,F-Type P450 R-Dynamic Coupe
JAGUAR F-Type R Convertible,5,8,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,4,No,481,JAGUAR,F-Type R Convertible
JAGUAR F-Type R Coupe,5,8,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,4,No,481,JAGUAR,F-Type R Coupe
JAGUAR XF P250,2,4,SemiAuto-8,2WD,Gasoline,midsize car,7,25,33,28,6,No,317,JAGUAR,XF P250
JAGUAR XF P250,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,32,26,5,No,336,JAGUAR,XF P250
JAGUAR XF P300,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,22,30,25,5,No,352,JAGUAR,XF P300
JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,small SUV,6,21,29,24,5,No,370,JEEP,Cherokee
JEEP Cherokee Trailhawk,2,4,Auto-9,4WD,Gasoline,small SUV,5,20,26,22,5,No,400,JEEP,Cherokee Trailhawk
JEEP Compass,2,4,Auto-8,4WD,Gasoline,small SUV,7,24,32,27,5,No,330,JEEP,Compass
JEEP Gladiator,3.6,6,Auto-8,4WD,Gasoline,pickup,7,17,22,19,4,No,466,JEEP,Gladiator
JEEP Gladiator,3.6,6,Man-6,4WD,Gasoline,pickup,5,16,23,19,4,No,476,JEEP,Gladiator
JEEP Gladiator EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,pickup,1,22,28,24,4,No,423,JEEP,Gladiator EcoDiesel 4X4
JEEP Gladiator Rubic EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,pickup,1,21,27,24,4,No,436,JEEP,Gladiator Rubic EcoDiesel 4X4
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,standard SUV,7,19,26,22,5,No,407,JEEP,Grand Cherokee
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,standard SUV,7,19,26,22,5,No,413,JEEP,Grand Cherokee
JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,standard SUV,5,14,22,17,3,No,533,JEEP,Grand Cherokee
JEEP Grand Cherokee,2,4,Auto-8,4WD,Gasoline/Electricity,standard SUV,7,23/57,24/56,23/56,8,Yes,177,JEEP,Grand Cherokee
JEEP Grand Cherokee L,3.6,6,Auto-8,2WD,Gasoline,standard SUV,7,19,26,21,4,No,416,JEEP,Grand Cherokee L
JEEP Grand Cherokee L,3.6,6,Auto-8,4WD,Gasoline,standard SUV,7,18,25,21,4,No,430,JEEP,Grand Cherokee L
JEEP Grand Cherokee L,5.7,8,Auto-8,4WD,Gasoline,standard SUV,5,14,22,17,3,No,533,JEEP,Grand Cherokee L
JEEP Grand Wagoneer,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1,13,18,15,2,No,602,JEEP,Grand Wagoneer
JEEP Grand Wagoneer,3,6,Auto-8,4WD,Gasoline,standard SUV,5,14,20,17,3,No,537,JEEP,Grand Wagoneer
JEEP Grand Wagoneer L,3,6,Auto-8,4WD,Gasoline,standard SUV,5,14,19,16,3,No,566,JEEP,Grand Wagoneer L
JEEP Renegade,1.3,4,Auto-9,4WD,Gasoline,small SUV,6,23,29,26,5,No,347,JEEP,Renegade
JEEP Renegade Trailhawk,1.3,4,Auto-9,4WD,Gasoline,small SUV,6,22,27,24,5,No,372,JEEP,Renegade Trailhawk
JEEP Wagoneer,3,6,Auto-8,2WD,Gasoline,standard SUV,6,17,24,20,4,No,453,JEEP,Wagoneer
JEEP Wagoneer,3,6,Auto-8,4WD,Gasoline,standard SUV,6,16,23,19,4,No,472,JEEP,Wagoneer
JEEP Wagoneer,5.7,8,Auto-8,2WD,Gasoline,standard SUV,5,16,22,18,4,No,483,JEEP,Wagoneer
JEEP Wagoneer,5.7,8,Auto-8,4WD,Gasoline,standard SUV,5,15,20,17,3,No,522,JEEP,Wagoneer
JEEP Wagoneer L,3,6,Auto-8,2WD,Gasoline,standard SUV,6,17,24,20,4,No,453,JEEP,Wagoneer L
JEEP Wagoneer L,3,6,Auto-8,4WD,Gasoline,standard SUV,6,16,23,19,4,No,476,JEEP,Wagoneer L
JEEP Wrangler,6.4,8,Auto-8,4WD,Gasoline,small SUV,1,13,17,14,2,No,623,JEEP,Wrangler
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,small SUV,7,18,23,20,4,No,440,JEEP,Wrangler
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,small SUV,7,18,23,20,4,No,443,JEEP,Wrangler
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,small SUV,7,19,24,21,4,No,421,JEEP,Wrangler
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,small SUV,7,20,24,21,4,No,416,JEEP,Wrangler
JEEP Wrangler,2,4,Auto-8,4WD,Gasoline,small SUV,5,21,24,22,5,No,404,JEEP,Wrangler
JEEP Wrangler,2,4,Auto-8,4WD,Gasoline,small SUV,5,22,24,23,5,No,388,JEEP,Wrangler
JEEP Wrangler,3.6,6,Man-6,4WD,Gasoline,small SUV,5,17,23,19,4,No,459,JEEP,Wrangler
JEEP Wrangler,3.6,6,Man-6,4WD,Gasoline,small SUV,5,17,25,20,4,No,446,JEEP,Wrangler
JEEP Wrangler 4xe,2,4,Auto-8,4WD,Gasoline/Electricity,small SUV,5,20/52,20/45,20/49,7,No,230,JEEP,Wrangler 4xe
JEEP Wrangler EcoDiesel,3,6,Auto-8,4WD,Diesel,small SUV,1,22,29,25,5,No,411,JEEP,Wrangler EcoDiesel
JEEP Wrangler Rubicon EcoDiesel,3,6,Auto-8,4WD,Diesel,small SUV,1,21,26,23,4,No,442,JEEP,Wrangler Rubicon EcoDiesel
KIA Carnival,3.5,6,SemiAuto-8,2WD,Gasoline,minivan,5,19,26,22,5,No,408,KIA,Carnival
KIA Forte,2,4,CVT,2WD,Gasoline,midsize car,7,28,39,32,6,No,277,KIA,Forte
KIA Forte,1.6,4,AMS-7,2WD,Gasoline,midsize car,5,27,35,30,6,No,296,KIA,Forte
KIA Forte,1.6,4,Man-6,2WD,Gasoline,midsize car,5,22,31,26,5,No,348,KIA,Forte
KIA Forte FE,2,4,CVT,2WD,Gasoline,midsize car,7,30,41,34,7,Yes,261,KIA,Forte FE
KIA K5,1.6,4,SemiAuto-8,2WD,Gasoline,large car,5,27,37,31,6,No,293,KIA,K5
KIA K5,1.6,4,SemiAuto-8,4WD,Gasoline,large car,5,25,33,28,6,No,316,KIA,K5
KIA K5,2.5,4,AMS-8,2WD,Gasoline,large car,5,24,32,27,5,No,332,KIA,K5
KIA Niro,1.6,4,AMS-6,2WD,Gasoline,station wagon,7,53,45,49,8,Yes,181,KIA,Niro
KIA Niro FE,1.6,4,AMS-6,2WD,Gasoline,station wagon,7,53,54,53,9,Yes,167,KIA,Niro FE
KIA Niro Plug-in Hybrid,1.6,4,AMS-6,2WD,Gasoline/Electricity,station wagon,7,49/113,47/102,48/108,10,Yes,71,KIA,Niro Plug-in Hybrid
KIA Rio,1.6,4,SCV-1,2WD,Gasoline,small car,3,32,41,36,7,No,250,KIA,Rio
KIA Seltos,1.6,4,AMS-7,4WD,Gasoline,small SUV,5,25,30,27,5,No,331,KIA,Seltos
KIA Seltos,2,4,SCV-8,2WD,Gasoline,small SUV,5,29,35,31,6,No,283,KIA,Seltos
KIA Seltos,2,4,SCV-8,4WD,Gasoline,small SUV,5,27,31,29,6,No,314,KIA,Seltos
KIA Sorento,2.5,4,AMS-8,2WD,Gasoline,small SUV,5,22,29,25,5,No,360,KIA,Sorento
KIA Sorento,2.5,4,AMS-8,4WD,Gasoline,small SUV,5,22,27,24,5,No,377,KIA,Sorento
KIA Sorento,2.5,4,SemiAuto-8,2WD,Gasoline,small SUV,5,24,29,26,5,No,342,KIA,Sorento
KIA Sorento,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,5,23,25,24,5,No,366,KIA,Sorento
KIA Sorento Hybrid,1.6,4,AMS-6,2WD,Gasoline,small SUV,7,39,35,37,7,Yes,242,KIA,Sorento Hybrid
KIA Sorento Hybrid,1.6,4,AMS-6,4WD,Gasoline,small SUV,7,36,33,34,7,Yes,262,KIA,Sorento Hybrid
KIA Sorento Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,small SUV,7,35/83,33/75,34/79,10,Yes,105,KIA,Sorento Plug-in Hybrid
KIA Soul,2,4,CVT,2WD,Gasoline,station wagon,7,28,33,30,6,No,301,KIA,Soul
KIA Soul Eco dynamics,2,4,CVT,2WD,Gasoline,station wagon,7,29,35,31,6,No,287,KIA,Soul Eco dynamics
KIA Sportage,2.5,4,SemiAuto-8,2WD,Gasoline,small SUV,5,25,32,28,6,No,322,KIA,Sportage
KIA Sportage,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,5,23,28,25,5,No,357,KIA,Sportage
KIA Sportage Hybrid,1.6,4,AMS-6,2WD,Gasoline,small SUV,7,42,44,43,8,Yes,206,KIA,Sportage Hybrid
KIA Sportage Hybrid,1.6,4,AMS-6,4WD,Gasoline,small SUV,7,38,38,38,7,Yes,233,KIA,Sportage Hybrid
KIA Sportage Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,small SUV,7,36/88,35/79,35/84,10,Yes,96,KIA,Sportage Plug-in Hybrid
KIA Stinger,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,3,22,32,25,5,No,355,KIA,Stinger
KIA Stinger,2.5,4,SemiAuto-8,4WD,Gasoline,midsize car,3,21,29,24,5,No,380,KIA,Stinger
KIA Stinger,3.3,6,SemiAuto-8,2WD,Gasoline,midsize car,3,18,25,20,4,No,437,KIA,Stinger
KIA Stinger,3.3,6,SemiAuto-8,4WD,Gasoline,midsize car,3,17,24,20,4,No,451,KIA,Stinger
KIA Telluride,3.8,6,SemiAuto-8,2WD,Gasoline,small SUV,5,20,26,23,5,No,395,KIA,Telluride
KIA Telluride,3.8,6,SemiAuto-8,4WD,Gasoline,small SUV,5,18,24,21,4,No,433,KIA,Telluride
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,Gasoline,small car,1,13,18,15,2,No,596,LAMBORGHINI,Huracan
LAMBORGHINI Huracan Coupe,5.2,10,AMS-7,2WD,Gasoline,small car,1,13,18,15,2,No,593,LAMBORGHINI,Huracan Coupe
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,small car,1,13,18,15,2,No,593,LAMBORGHINI,Huracan Spyder
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,small car,1,13,18,15,2,No,596,LAMBORGHINI,Huracan Spyder
LAMBORGHINI Urus Performante,4,8,SemiAuto-8,4WD,Gasoline,station wagon,3,14,19,16,3,No,554,LAMBORGHINI,Urus Performante
LAMBORGHINI Urus S,4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,14,19,16,3,No,554,LAMBORGHINI,Urus S
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,20,19,4,No,474,LAND,ROVER Defender 110
LAND ROVER Defender 110,5,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,14,19,16,3,No,563,LAND,ROVER Defender 110
LAND ROVER Defender 110 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,23,20,4,No,444,LAND,ROVER Defender 110 MHEV
LAND ROVER Defender 130 P300 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,17,21,19,4,No,480,LAND,ROVER Defender 130 P300 MHEV
LAND ROVER Defender 130 P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,17,21,19,4,No,480,LAND,ROVER Defender 130 P400 MHEV
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,21,19,4,No,465,LAND,ROVER Defender 90
LAND ROVER Defender 90,5,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,15,19,16,3,No,545,LAND,ROVER Defender 90
LAND ROVER Defender 90 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,23,20,4,No,444,LAND,ROVER Defender 90 MHEV
LAND ROVER Discovery,2,4,SemiAuto-8,4WD,Gasoline,standard SUV,7,19,24,21,4,No,421,LAND,ROVER Discovery
