,Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,VehClass,Smog Rating,CityMPG,HwyMPG,CmbMPG,Greenhouse Gas Score,SmartWay,year,Cert Region,Air Pollution Score,CO2Emissions(g/m)
327,SMART ForTwo ed,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JMBXV00.0ED2,COMPACT,10,112,91,102,10,Elite,2018,0,0,3.000329707
336,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L23,MID-SIZE,10,120,112,116,10,Elite,2018,0,0,3.692713485
337,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L23,MID-SIZE,10,120,112,116,10,Elite,2018,0,0,3.692713485
338,TESLA Model 3 Long Range Performance,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L23,MID-SIZE,10,120,112,116,10,Elite,2018,0,0,3.692713485
339,TESLA Model 3 Long Range Performance,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L23,MID-SIZE,10,120,112,116,10,Elite,2018,0,0,3.692713485
340,TESLA Model 3 Mid Range,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L13,MID-SIZE,10,128,117,123,10,Elite,2018,0,0,3.857566766
341,TESLA Model 3 Mid Range,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L13,MID-SIZE,10,128,117,123,10,Elite,2018,0,0,3.857566766
342,TESLA Model 4 Long Range,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L13,MID-SIZE,10,136,123,130,10,Elite,2018,0,0,4.055390702
343,TESLA Model 4 Long Range,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L13,MID-SIZE,10,136,123,130,10,Elite,2018,0,0,4.055390702
344,TESLA Model S 100D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L2S,FULL-SIZE,10,101,102,102,10,Elite,2018,0,0,3.363006924
345,TESLA Model S 100D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L2S,FULL-SIZE,10,101,102,102,10,Elite,2018,0,0,3.363006924
346,TESLA Model S 75D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L2S,FULL-SIZE,10,102,105,103,10,Elite,2018,0,0,3.461918892
347,TESLA Model S 75D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L2S,FULL-SIZE,10,102,105,103,10,Elite,2018,0,0,3.461918892
348,TESLA Model S 75kWh,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L1S,FULL-SIZE,10,97,100,98,10,Elite,2018,0,0,3.297065612
349,TESLA Model S 75kWh,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L1S,FULL-SIZE,10,97,100,98,10,Elite,2018,0,0,3.297065612
350,TESLA Model S P100D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L2S,FULL-SIZE,10,92,105,98,10,Elite,2018,0,0,3.461918892
351,TESLA Model S P100D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L2S,FULL-SIZE,10,92,105,98,10,Elite,2018,0,0,3.461918892
352,TESLA Model X 100D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L2X,SUV,10,86,89,87,10,Elite,2018,0,0,2.934388394
353,TESLA Model X 100D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L2X,SUV,10,86,89,87,10,Elite,2018,0,0,2.934388394
354,TESLA Model X 75D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L2X,SUV,10,91,95,93,10,Elite,2018,0,0,3.132212331
355,TESLA Model X 75D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L2X,SUV,10,91,95,93,10,Elite,2018,0,0,3.132212331
356,TESLA Model X P100D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JTSLV00.0L2X,SUV,10,83,89,85,10,Elite,2018,0,0,2.934388394
357,TESLA Model X P100D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,JTSLV00.0L2X,SUV,10,83,89,85,10,Elite,2018,0,0,2.934388394
384,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,JTYXV00.0DA7,COMPACT,10,67,67,67,10,Elite,2018,0,0,2.20903396
385,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,CA,ZEV,California ZEV,JTYXV00.0DA7,COMPACT,10,67,67,67,10,Elite,2018,0,0,2.20903396
410,VOLKSWAGEN e-Golf,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JVGAV00.0VZZ,COMPACT,10,126,111,119,10,Elite,2018,0,0,3.659742829
2,AUDI e-tron,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KVGAT00.0AZE,SUV,0,74,73,74,10,Elite,2019,FA,10,2.406857896
3,AUDI e-tron,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KVGAT00.0AZE,SUV,0,74,73,74,10,Elite,2019,CA,10,2.406857896
14,BMW i3,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KBMXV00.0I3B,COMPACT,0,124,102,113,10,Elite,2019,FA,10,3.363006924
15,BMW i3,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KBMXV00.0I3B,COMPACT,0,124,102,113,10,Elite,2019,CA,10,3.363006924
18,BMW i3s,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KBMXV00.0I3B,COMPACT,0,124,102,113,10,Elite,2019,FA,10,3.363006924
19,BMW i3s,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KBMXV00.0I3B,COMPACT,0,124,102,113,10,Elite,2019,CA,10,3.363006924
24,BYD e6,0,0,Auto-1,2WD,Electricity,0,B1,Federal Tier 2 Bin 1,KBYDV0000001,SUV,0,73,71,72,10,Elite,2019,FA,10,2.340916584
25,CHEVROLET Bolt EV,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KGMXV00.0002,VAN,0,128,110,119,10,Elite,2019,FA,10,3.626772173
26,CHEVROLET Bolt EV,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KGMXV00.0002,VAN,0,128,110,119,10,Elite,2019,CA,10,3.626772173
67,FIAT 500e,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KCRXV00.05PR,COMPACT,0,121,103,112,10,Elite,2019,FA,10,3.39597758
68,FIAT 500e,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KCRXV00.05PR,COMPACT,0,121,103,112,10,Elite,2019,CA,10,3.39597758
137,HONDA Clarity,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KHNXV00.0BE9,MID-SIZE,0,126,103,114,10,Elite,2019,FA,10,3.39597758
138,HONDA Clarity,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KHNXV00.0BE9,MID-SIZE,0,126,103,114,10,Elite,2019,CA,10,3.39597758
139,HONDA Clarity,0,0,Auto-1,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,KHNXV00.0AE9,MID-SIZE,0,68,67,68,10,Elite,2019,FA,10,2.20903396
140,HONDA Clarity,0,0,Auto-1,2WD,Hydrogen,0,ZEV,California ZEV,KHNXV00.0AE9,MID-SIZE,0,68,67,68,10,Elite,2019,CA,10,2.20903396
174,HYUNDAI Ioniq Electric,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KHYXV00.0P31,MID-SIZE,0,150,122,136,10,Elite,2019,FA,10,4.022420046
175,HYUNDAI Ioniq Electric,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KHYXV00.0P31,MID-SIZE,0,150,122,136,10,Elite,2019,CA,10,4.022420046
182,HYUNDAI Kona Electric,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KHYXV00.0K31,SUV,0,132,108,120,10,Elite,2019,FA,10,3.560830861
183,HYUNDAI Kona Electric,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KHYXV00.0K31,SUV,0,132,108,120,10,Elite,2019,CA,10,3.560830861
184,HYUNDAI NEXO,0,0,Auto-1,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,KHYXV00.0R41,SUV,0,59,54,57,10,Elite,2019,FA,10,1.78041543
185,HYUNDAI NEXO,0,0,Auto-1,2WD,Hydrogen,0,ZEV,California ZEV,KHYXV00.0R41,SUV,0,59,54,57,10,Elite,2019,CA,10,1.78041543
186,HYUNDAI NEXO Blue,0,0,Auto-1,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,KHYXV00.0R41,SUV,0,65,58,61,10,Elite,2019,FA,10,1.912298055
187,HYUNDAI NEXO Blue,0,0,Auto-1,2WD,Hydrogen,0,ZEV,California ZEV,KHYXV00.0R41,SUV,0,65,58,61,10,Elite,2019,CA,10,1.912298055
200,JAGUAR I-PACE,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KJLXT00.0TZA,SUV,0,80,72,76,10,Elite,2019,FA,10,2.37388724
211,KIA Niro Electric,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KKMXV00.0L31,VAN,0,123,102,112,10,Elite,2019,FA,10,3.363006924
212,KIA Niro Electric,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KKMXV00.0L31,VAN,0,123,102,112,10,Elite,2019,CA,10,3.363006924
229,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KKMXV00.0B31,VAN,0,124,93,108,10,Elite,2019,FA,10,3.066271019
230,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KKMXV00.0B31,VAN,0,124,93,108,10,Elite,2019,CA,10,3.066271019
293,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KNSXV0000TL2,MID-SIZE,0,124,99,112,10,Elite,2019,FA,10,3.264094955
294,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KNSXV0000TL2,MID-SIZE,0,124,99,112,10,Elite,2019,CA,10,3.264094955
295,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KNSXV0000TS3,MID-SIZE,0,118,97,108,10,Elite,2019,FA,10,3.198153643
296,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KNSXV0000TS3,MID-SIZE,0,118,97,108,10,Elite,2019,CA,10,3.198153643
297,NISSAN Leaf SV/SL,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KNSXV0000TS3,MID-SIZE,0,114,94,104,10,Elite,2019,FA,10,3.099241675
298,NISSAN Leaf SV/SL,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KNSXV0000TS3,MID-SIZE,0,114,94,104,10,Elite,2019,CA,10,3.099241675
325,SMART EQ fortwo convertible,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KMBXV00.0ED2,COMPACT,0,112,91,102,10,Elite,2019,FA,10,3.000329707
326,SMART EQ fortwo convertible,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KMBXV00.0ED2,COMPACT,0,112,91,102,10,Elite,2019,CA,10,3.000329707
327,SMART EQ fortwo coupe,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KMBXV00.0ED1,COMPACT,0,124,94,108,10,Elite,2019,FA,10,3.099241675
328,SMART EQ fortwo coupe,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KMBXV00.0ED1,COMPACT,0,124,94,108,10,Elite,2019,CA,10,3.099241675
339,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L23,MID-SIZE,0,120,112,116,10,Elite,2019,FA,10,3.692713485
340,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L23,MID-SIZE,0,120,112,116,10,Elite,2019,CA,10,3.692713485
341,TESLA Model 3 Long Range Performance,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L23,MID-SIZE,0,120,112,116,10,Elite,2019,FA,10,3.692713485
342,TESLA Model 3 Long Range Performance,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L23,MID-SIZE,0,120,112,116,10,Elite,2019,CA,10,3.692713485
343,TESLA Model 3 Mid Range,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L13,MID-SIZE,0,128,117,123,10,Elite,2019,FA,10,3.857566766
344,TESLA Model 3 Mid Range,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L13,MID-SIZE,0,128,117,123,10,Elite,2019,CA,10,3.857566766
345,TESLA Model 3 Standard Range,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L13,MID-SIZE,0,138,124,131,10,Elite,2019,FA,10,4.088361358
346,TESLA Model 3 Standard Range,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L13,MID-SIZE,0,138,124,131,10,Elite,2019,CA,10,4.088361358
347,TESLA Model 3 Standard Range Plus,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L13,MID-SIZE,0,140,124,133,10,Elite,2019,FA,10,4.088361358
348,TESLA Model 3 Standard Range Plus,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L13,MID-SIZE,0,140,124,133,10,Elite,2019,CA,10,4.088361358
349,TESLA Model 4 Long Range,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L13,MID-SIZE,0,136,123,130,10,Elite,2019,FA,10,4.055390702
350,TESLA Model 4 Long Range,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L13,MID-SIZE,0,136,123,130,10,Elite,2019,CA,10,4.055390702
351,TESLA Model S 100D,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2S,FULL-SIZE,0,101,102,102,10,Elite,2019,FA,10,3.363006924
352,TESLA Model S 100D,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2S,FULL-SIZE,0,101,102,102,10,Elite,2019,CA,10,3.363006924
353,TESLA Model S 75D,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2S,FULL-SIZE,0,102,105,103,10,Elite,2019,FA,10,3.461918892
354,TESLA Model S 75D,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2S,FULL-SIZE,0,102,105,103,10,Elite,2019,CA,10,3.461918892
355,TESLA Model S Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2S,FULL-SIZE,0,115,107,111,10,Elite,2019,FA,10,3.527860204
356,TESLA Model S Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2S,FULL-SIZE,0,115,107,111,10,Elite,2019,CA,10,3.527860204
357,"TESLA Model S Performance (19"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2S,FULL-SIZE,0,104,104,104,10,Elite,2019,FA,10,3.428948236
358,"TESLA Model S Performance (19"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2S,FULL-SIZE,0,104,104,104,10,Elite,2019,CA,10,3.428948236
359,"TESLA Model S Performance (21"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2S,FULL-SIZE,0,98,96,97,10,Elite,2019,FA,10,3.165182987
360,"TESLA Model S Performance (21"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2S,FULL-SIZE,0,98,96,97,10,Elite,2019,CA,10,3.165182987
361,TESLA Model S Standard Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2S,FULL-SIZE,0,113,105,109,10,Elite,2019,FA,10,3.461918892
362,TESLA Model S Standard Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2S,FULL-SIZE,0,113,105,109,10,Elite,2019,CA,10,3.461918892
363,TESLA Model X 100D,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2X,SUV,0,86,89,87,10,Elite,2019,FA,10,2.934388394
364,TESLA Model X 100D,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2X,SUV,0,86,89,87,10,Elite,2019,CA,10,2.934388394
365,TESLA Model X 75D,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2X,SUV,0,91,95,93,10,Elite,2019,FA,10,3.132212331
366,TESLA Model X 75D,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2X,SUV,0,91,95,93,10,Elite,2019,CA,10,3.132212331
367,TESLA Model X Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2X,SUV,0,99,93,96,10,Elite,2019,FA,10,3.066271019
368,TESLA Model X Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2X,SUV,0,99,93,96,10,Elite,2019,CA,10,3.066271019
369,TESLA Model X P100D,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2X,SUV,0,83,89,85,10,Elite,2019,FA,10,2.934388394
370,TESLA Model X P100D,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2X,SUV,0,83,89,85,10,Elite,2019,CA,10,2.934388394
371,"TESLA Model X Performance (20"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2X,SUV,0,90,89,90,10,Elite,2019,FA,10,2.934388394
372,"TESLA Model X Performance (20"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2X,SUV,0,90,89,90,10,Elite,2019,CA,10,2.934388394
373,"TESLA Model X Performance (22"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2X,SUV,0,80,77,79,10,Elite,2019,FA,10,2.538740521
374,"TESLA Model X Performance (22"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2X,SUV,0,80,77,79,10,Elite,2019,CA,10,2.538740521
375,TESLA Model X Standard Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KTSLV00.0L2X,SUV,0,105,98,101,10,Elite,2019,FA,10,3.231124299
376,TESLA Model X Standard Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,KTSLV00.0L2X,SUV,0,105,98,101,10,Elite,2019,CA,10,3.231124299
407,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,KTYXV00.0DA7,COMPACT,0,67,67,67,10,Elite,2019,FA,10,2.20903396
408,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,0,ZEV,California ZEV,KTYXV00.0DA7,COMPACT,0,67,67,67,10,Elite,2019,CA,10,2.20903396
443,VOLKSWAGEN e-Golf,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,KVGAV00.0VZZ,COMPACT,0,126,111,119,10,Elite,2019,FA,10,3.659742829
